ENSG00000234769	ENST00000326592	16	-1	64043	69448	WASH4P	protein_coding
ENSG00000197471	ENST00000436527	16	1	29674540	29676114	SPN	protein_coding
ENSG00000197471	ENST00000360121	16	1	29674580	29681811	SPN	protein_coding
ENSG00000103485	ENST00000449759	16	1	29674600	29706465	QPRT	protein_coding
ENSG00000103485	ENST00000395384	16	1	29690358	29710020	QPRT	protein_coding
ENSG00000103485	ENST00000562473	16	1	29690503	29708845	QPRT	protein_coding
ENSG00000185905	ENST00000329410	16	-1	29753784	29757327	C16orf54	protein_coding
ENSG00000174992	ENST00000400752	16	1	29789561	29793096	ZG16	protein_coding
ENSG00000079616	ENST00000561482	16	1	29802040	29816705	KIF22	protein_coding
ENSG00000079616	ENST00000160827	16	1	29802041	29816706	KIF22	protein_coding
ENSG00000079616	ENST00000569636	16	1	29802055	29810505	KIF22	protein_coding
ENSG00000079616	ENST00000400750	16	1	29802076	29815938	KIF22	protein_coding
ENSG00000079616	ENST00000400751	16	1	29802292	29816705	KIF22	protein_coding
ENSG00000079616	ENST00000569382	16	1	29808207	29816674	KIF22	protein_coding
ENSG00000103495	ENST00000545521	16	1	29817427	29822481	MAZ	protein_coding
ENSG00000103495	ENST00000322945	16	1	29817858	29822485	MAZ	protein_coding
ENSG00000103495	ENST00000562337	16	1	29817871	29822455	MAZ	protein_coding
ENSG00000103495	ENST00000563402	16	1	29817892	29822479	MAZ	protein_coding
ENSG00000103495	ENST00000566906	16	1	29817892	29822479	MAZ	protein_coding
ENSG00000103495	ENST00000219782	16	1	29817917	29822485	MAZ	protein_coding
ENSG00000103495	ENST00000567444	16	1	29818857	29820168	MAZ	protein_coding
ENSG00000103495	ENST00000568411	16	1	29819096	29822484	MAZ	protein_coding
ENSG00000103495	ENST00000563012	16	1	29819139	29821739	MAZ	protein_coding
ENSG00000103495	ENST00000562557	16	1	29819250	29821014	MAZ	protein_coding
ENSG00000103495	ENST00000568544	16	1	29819372	29822446	MAZ	protein_coding
ENSG00000103495	ENST00000569978	16	1	29819414	29820256	MAZ	protein_coding
ENSG00000103495	ENST00000568282	16	1	29819467	29822449	MAZ	protein_coding
ENSG00000103495	ENST00000562594	16	1	29820000	29823548	MAZ	protein_coding
ENSG00000167371	ENST00000562148	16	1	29823177	29824651	PRRT2	protein_coding
ENSG00000167371	ENST00000358758	16	1	29823427	29827201	PRRT2	protein_coding
ENSG00000167371	ENST00000567659	16	1	29823512	29826046	PRRT2	protein_coding
ENSG00000167371	ENST00000572820	16	1	29823539	29824939	PRRT2	protein_coding
ENSG00000167371	ENST00000300797	16	1	29823564	29827201	PRRT2	protein_coding
ENSG00000185928	ENST00000320330	16	1	29827285	29831759	PAGR1	protein_coding
ENSG00000263136	ENST00000609618	16	1	29827832	29831438	PAGR1	protein_coding
ENSG00000013364	ENST00000563915	16	1	29831715	29847108	MVP	protein_coding
ENSG00000013364	ENST00000357402	16	1	29831729	29859355	MVP	protein_coding
ENSG00000013364	ENST00000452209	16	1	29831773	29853311	MVP	protein_coding
ENSG00000013364	ENST00000395353	16	1	29831788	29859341	MVP	protein_coding
ENSG00000013364	ENST00000566066	16	1	29831794	29842356	MVP	protein_coding
ENSG00000013364	ENST00000563558	16	1	29831794	29852972	MVP	protein_coding
ENSG00000013364	ENST00000565164	16	1	29832645	29841996	MVP	protein_coding
ENSG00000013364	ENST00000570234	16	1	29832646	29845178	MVP	protein_coding
ENSG00000013364	ENST00000566252	16	1	29840933	29842395	MVP	protein_coding
ENSG00000103502	ENST00000219789	16	-1	29869678	29875057	CDIPT	protein_coding
ENSG00000103502	ENST00000561555	16	-1	29869683	29873015	CDIPT	protein_coding
ENSG00000103502	ENST00000566113	16	-1	29869693	29874525	CDIPT	protein_coding
ENSG00000103502	ENST00000569956	16	-1	29869706	29874526	CDIPT	protein_coding
ENSG00000103502	ENST00000570016	16	-1	29870049	29874526	CDIPT	protein_coding
ENSG00000103502	ENST00000563415	16	-1	29870056	29874211	CDIPT	protein_coding
ENSG00000174938	ENST00000346932	16	-1	29882480	29910385	SEZ6L2	protein_coding
ENSG00000174938	ENST00000350527	16	-1	29882480	29910411	SEZ6L2	protein_coding
ENSG00000174938	ENST00000308713	16	-1	29882480	29910868	SEZ6L2	protein_coding
ENSG00000174938	ENST00000537485	16	-1	29882831	29910430	SEZ6L2	protein_coding
ENSG00000174938	ENST00000563118	16	-1	29888086	29899914	SEZ6L2	protein_coding
ENSG00000174938	ENST00000568380	16	-1	29908280	29910430	SEZ6L2	protein_coding
ENSG00000174939	ENST00000563177	16	1	29911696	29917208	ASPHD1	protein_coding
ENSG00000174939	ENST00000483405	16	1	29911700	29917377	ASPHD1	protein_coding
ENSG00000174939	ENST00000308748	16	1	29912041	29917377	ASPHD1	protein_coding
ENSG00000174943	ENST00000568000	16	-1	29917657	29938356	KCTD13	protein_coding
ENSG00000174943	ENST00000568995	16	-1	29917674	29934558	KCTD13	protein_coding
ENSG00000174943	ENST00000566413	16	-1	29930822	29934641	KCTD13	protein_coding
ENSG00000174943	ENST00000561540	16	-1	29933355	29937557	KCTD13	protein_coding
ENSG00000149932	ENST00000414689	16	1	29952206	29984371	TMEM219	protein_coding
ENSG00000149932	ENST00000602948	16	1	29973351	29979438	TMEM219	protein_coding
ENSG00000149932	ENST00000279396	16	1	29973351	29984373	TMEM219	protein_coding
ENSG00000149932	ENST00000575829	16	1	29973408	29982787	TMEM219	protein_coding
ENSG00000149932	ENST00000561899	16	1	29973425	29983326	TMEM219	protein_coding
ENSG00000149932	ENST00000566848	16	1	29973998	29984339	TMEM219	protein_coding
ENSG00000149932	ENST00000569445	16	1	29974721	29979915	TMEM219	protein_coding
ENSG00000149932	ENST00000569481	16	1	29974737	29984368	TMEM219	protein_coding
ENSG00000149930	ENST00000308893	16	1	29984962	29999719	TAOK2	protein_coding
ENSG00000149930	ENST00000543033	16	1	29985503	29999502	TAOK2	protein_coding
ENSG00000149930	ENST00000279394	16	1	29985602	30003582	TAOK2	protein_coding
ENSG00000149930	ENST00000416441	16	1	29991673	29999719	TAOK2	protein_coding
ENSG00000149929	ENST00000279392	16	-1	30003645	30007757	HIRIP3	protein_coding
ENSG00000149929	ENST00000564026	16	-1	30004311	30006964	HIRIP3	protein_coding
ENSG00000169592	ENST00000563197	16	1	30006615	30017114	INO80E	protein_coding
ENSG00000169592	ENST00000304516	16	1	30007036	30017038	INO80E	protein_coding
ENSG00000169592	ENST00000567254	16	1	30007565	30012896	INO80E	protein_coding
ENSG00000169592	ENST00000567705	16	1	30007571	30016898	INO80E	protein_coding
ENSG00000169592	ENST00000562291	16	1	30012292	30016756	INO80E	protein_coding
ENSG00000149927	ENST00000350119	16	-1	30016830	30022401	DOC2A	protein_coding
ENSG00000149927	ENST00000564357	16	-1	30016965	30018574	DOC2A	protein_coding
ENSG00000149927	ENST00000564944	16	-1	30017120	30022742	DOC2A	protein_coding
ENSG00000149927	ENST00000564979	16	-1	30017193	30023625	DOC2A	protein_coding
ENSG00000149927	ENST00000565273	16	-1	30018492	30022305	DOC2A	protein_coding
ENSG00000149927	ENST00000567332	16	-1	30018553	30022312	DOC2A	protein_coding
ENSG00000149927	ENST00000563378	16	-1	30020316	30023657	DOC2A	protein_coding
ENSG00000149927	ENST00000563125	16	-1	30020330	30021837	DOC2A	protein_coding
ENSG00000149927	ENST00000574405	16	-1	30020547	30032616	DOC2A	protein_coding
ENSG00000167194	ENST00000300575	16	1	30034655	30036023	C16orf92	protein_coding
ENSG00000167194	ENST00000569198	16	1	30035047	30039057	C16orf92	protein_coding
ENSG00000167194	ENST00000567847	16	1	30035074	30039023	C16orf92	protein_coding
ENSG00000149926	ENST00000279389	16	-1	30035748	30041405	FAM57B	protein_coding
ENSG00000149926	ENST00000380495	16	-1	30035748	30042580	FAM57B	protein_coding
ENSG00000149926	ENST00000564806	16	-1	30035773	30040857	FAM57B	protein_coding
ENSG00000149926	ENST00000561666	16	-1	30037935	30064299	FAM57B	protein_coding
ENSG00000149926	ENST00000571269	16	-1	30046744	30064244	FAM57B	protein_coding
ENSG00000149925	ENST00000338110	16	1	30064411	30081735	ALDOA	protein_coding
ENSG00000149925	ENST00000395248	16	1	30064444	30081741	ALDOA	protein_coding
ENSG00000149925	ENST00000566897	16	1	30064448	30081734	ALDOA	protein_coding
ENSG00000149925	ENST00000568435	16	1	30064455	30078611	ALDOA	protein_coding
ENSG00000149925	ENST00000562168	16	1	30075493	30080278	ALDOA	protein_coding
ENSG00000149925	ENST00000569545	16	1	30075506	30081578	ALDOA	protein_coding
ENSG00000149925	ENST00000563060	16	1	30075595	30081735	ALDOA	protein_coding
ENSG00000149925	ENST00000412304	16	1	30075818	30081732	ALDOA	protein_coding
ENSG00000149925	ENST00000563987	16	1	30076060	30080226	ALDOA	protein_coding
ENSG00000149925	ENST00000564546	16	1	30076469	30081741	ALDOA	protein_coding
ENSG00000149925	ENST00000564595	16	1	30077055	30081732	ALDOA	protein_coding
ENSG00000149925	ENST00000569798	16	1	30077093	30081673	ALDOA	protein_coding
ENSG00000149925	ENST00000395240	16	1	30077098	30081701	ALDOA	protein_coding
ENSG00000149925	ENST00000566846	16	1	30077179	30080213	ALDOA	protein_coding
ENSG00000149925	ENST00000562679	16	1	30077508	30080868	ALDOA	protein_coding
ENSG00000149925	ENST00000564688	16	1	30078824	30081213	ALDOA	protein_coding
ENSG00000149925	ENST00000565355	16	1	30080899	30081738	ALDOA	protein_coding
ENSG00000149923	ENST00000279387	16	1	30087311	30096698	PPP4C	protein_coding
ENSG00000149923	ENST00000562664	16	1	30087339	30096362	PPP4C	protein_coding
ENSG00000149923	ENST00000562222	16	1	30087353	30096094	PPP4C	protein_coding
ENSG00000149923	ENST00000561610	16	1	30087546	30096639	PPP4C	protein_coding
ENSG00000149922	ENST00000395224	16	-1	30097114	30103205	TBX6	protein_coding
ENSG00000149922	ENST00000279386	16	-1	30097117	30102570	TBX6	protein_coding
ENSG00000149922	ENST00000553607	16	-1	30099237	30103208	TBX6	protein_coding
ENSG00000090238	ENST00000398841	16	-1	30103635	30107521	YPEL3	protein_coding
ENSG00000090238	ENST00000566134	16	-1	30103661	30107491	YPEL3	protein_coding
ENSG00000090238	ENST00000398838	16	-1	30103670	30107565	YPEL3	protein_coding
ENSG00000090238	ENST00000563788	16	-1	30103898	30108236	YPEL3	protein_coding
ENSG00000090238	ENST00000566595	16	-1	30103958	30108233	YPEL3	protein_coding
ENSG00000090238	ENST00000565110	16	-1	30104082	30107516	YPEL3	protein_coding
ENSG00000090238	ENST00000562641	16	-1	30105083	30107333	YPEL3	protein_coding
ENSG00000102886	ENST00000406256	16	-1	30116131	30125177	GDPD3	protein_coding
ENSG00000102886	ENST00000566613	16	-1	30116165	30122717	GDPD3	protein_coding
ENSG00000102882	ENST00000263025	16	-1	30125426	30134615	MAPK3	protein_coding
ENSG00000102882	ENST00000484663	16	-1	30125427	30134289	MAPK3	protein_coding
ENSG00000102882	ENST00000322266	16	-1	30125427	30134630	MAPK3	protein_coding
ENSG00000102882	ENST00000403394	16	-1	30125427	30134630	MAPK3	protein_coding
ENSG00000102882	ENST00000395200	16	-1	30127956	30134471	MAPK3	protein_coding
ENSG00000102882	ENST00000395202	16	-1	30127989	30134530	MAPK3	protein_coding
ENSG00000102882	ENST00000478356	16	-1	30128010	30134311	MAPK3	protein_coding
ENSG00000102882	ENST00000395199	16	-1	30128158	30134530	MAPK3	protein_coding
ENSG00000102882	ENST00000481230	16	-1	30129424	30134827	MAPK3	protein_coding
ENSG00000102879	ENST00000563778	16	1	30194148	30198815	CORO1A	protein_coding
ENSG00000102879	ENST00000561815	16	1	30194308	30198454	CORO1A	protein_coding
ENSG00000102879	ENST00000219150	16	1	30194743	30200397	CORO1A	protein_coding
ENSG00000102879	ENST00000570045	16	1	30194930	30200285	CORO1A	protein_coding
ENSG00000102879	ENST00000565497	16	1	30194940	30200355	CORO1A	protein_coding
ENSG00000102879	ENST00000570244	16	1	30194942	30199150	CORO1A	protein_coding
ENSG00000102879	ENST00000569203	16	1	30195146	30198259	CORO1A	protein_coding
ENSG00000102879	ENST00000569970	16	1	30196069	30198404	CORO1A	protein_coding
ENSG00000169627	ENST00000569282	16	-1	30204255	30204987	BOLA2B	protein_coding
ENSG00000169627	ENST00000567436	16	-1	30204255	30205018	BOLA2B	protein_coding
ENSG00000169627	ENST00000305321	16	-1	30204256	30205627	BOLA2B	protein_coding
ENSG00000132207	ENST00000345535	16	1	30205225	30208882	SLX1A	protein_coding
ENSG00000132207	ENST00000251303	16	1	30205238	30208882	SLX1A	protein_coding
ENSG00000261052	ENST00000354723	16	1	30205754	30215627	SULT1A3	protein_coding
ENSG00000261052	ENST00000355544	16	1	30205820	30215622	SULT1A3	protein_coding
ENSG00000261052	ENST00000395137	16	1	30207122	30215329	SULT1A3	protein_coding
ENSG00000261052	ENST00000338971	16	1	30210552	30215349	SULT1A3	protein_coding
ENSG00000261052	ENST00000395138	16	1	30211181	30215631	SULT1A3	protein_coding
ENSG00000261052	ENST00000563322	16	1	30212050	30215241	SULT1A3	protein_coding
ENSG00000261052	ENST00000569485	16	1	30212378	30215001	SULT1A3	protein_coding
ENSG00000258130	ENST00000550538	16	-1	30215637	30218503	RP11-347C12.3	protein_coding
ENSG00000258130	ENST00000568353	16	-1	30215805	30217365	RP11-347C12.3	protein_coding
ENSG00000258130	ENST00000549390	16	-1	30216043	30217483	RP11-347C12.3	protein_coding
ENSG00000198064	ENST00000520915	16	-1	30234258	30257122	RP11-347C12.1	protein_coding
ENSG00000198064	ENST00000543463	16	-1	30234303	30237150	RP11-347C12.1	protein_coding
ENSG00000198064	ENST00000568053	16	-1	30246769	30265831	RP11-347C12.1	protein_coding
ENSG00000169217	ENST00000305596	16	-1	30362087	30366682	CD2BP2	protein_coding
ENSG00000169217	ENST00000569466	16	-1	30364168	30366255	CD2BP2	protein_coding
ENSG00000169221	ENST00000409939	16	-1	30368423	30381585	TBC1D10B	protein_coding
ENSG00000169221	ENST00000490703	16	-1	30369415	30376533	TBC1D10B	protein_coding
ENSG00000180209	ENST00000563718	16	1	30382255	30388019	MYLPF	protein_coding
ENSG00000180209	ENST00000568749	16	1	30383639	30389023	MYLPF	protein_coding
ENSG00000180209	ENST00000322861	16	1	30386098	30389312	MYLPF	protein_coding
ENSG00000180209	ENST00000566955	16	1	30387141	30389225	MYLPF	protein_coding
ENSG00000180035	ENST00000495929	16	1	30389427	30406776	ZNF48	protein_coding
ENSG00000180096	ENST00000321367	16	-1	30389454	30394171	SEPT1	protein_coding
ENSG00000180096	ENST00000571393	16	-1	30389457	30394171	SEPT1	protein_coding
ENSG00000180035	ENST00000528032	16	1	30389633	30409012	ZNF48	protein_coding
ENSG00000270466	ENST00000605106	16	-1	30389755	30393863	SEPT1	protein_coding
ENSG00000180096	ENST00000566517	16	-1	30389931	30393752	SEPT1	protein_coding
ENSG00000180035	ENST00000524644	16	1	30406433	30409001	ZNF48	protein_coding
ENSG00000180035	ENST00000320159	16	1	30406740	30411429	ZNF48	protein_coding
ENSG00000179965	ENST00000319296	16	1	30418618	30430728	ZNF771	protein_coding
ENSG00000179965	ENST00000434417	16	1	30418735	30429915	ZNF771	protein_coding
ENSG00000179965	ENST00000566625	16	1	30418950	30440920	ZNF771	protein_coding
ENSG00000179965	ENST00000564550	16	1	30419352	30425930	ZNF771	protein_coding
ENSG00000179958	ENST00000319285	16	-1	30434940	30441396	DCTPP1	protein_coding
ENSG00000179958	ENST00000567983	16	-1	30435019	30441351	DCTPP1	protein_coding
ENSG00000179958	ENST00000568434	16	-1	30435235	30440610	DCTPP1	protein_coding
ENSG00000179958	ENST00000568973	16	-1	30435300	30441121	DCTPP1	protein_coding
ENSG00000179958	ENST00000565758	16	-1	30435355	30441313	DCTPP1	protein_coding
ENSG00000179918	ENST00000478753	16	-1	30454952	30457502	SEPHS2	protein_coding
ENSG00000179918	ENST00000542752	16	-1	30454960	30457224	SEPHS2	protein_coding
ENSG00000179918	ENST00000500504	16	-1	30455702	30457048	SEPHS2	protein_coding
ENSG00000005844	ENST00000356798	16	1	30483979	30534506	ITGAL	protein_coding
ENSG00000005844	ENST00000358164	16	1	30484050	30534289	ITGAL	protein_coding
ENSG00000005844	ENST00000564118	16	1	30484071	30495285	ITGAL	protein_coding
ENSG00000005844	ENST00000454514	16	1	30484071	30495454	ITGAL	protein_coding
ENSG00000005844	ENST00000433423	16	1	30484072	30533100	ITGAL	protein_coding
ENSG00000005844	ENST00000569725	16	1	30485322	30490495	ITGAL	protein_coding
ENSG00000169957	ENST00000380412	16	-1	30535325	30537910	ZNF768	protein_coding
ENSG00000169957	ENST00000562803	16	-1	30535454	30538142	ZNF768	protein_coding
ENSG00000169955	ENST00000535210	16	-1	30537244	30546173	ZNF747	protein_coding
ENSG00000169955	ENST00000395094	16	-1	30541688	30546239	ZNF747	protein_coding
ENSG00000169955	ENST00000252799	16	-1	30541688	30546668	ZNF747	protein_coding
ENSG00000169955	ENST00000568028	16	-1	30543627	30546325	ZNF747	protein_coding
ENSG00000260869	ENST00000568114	16	-1	30545548	30569600	AC002310.13	protein_coding
ENSG00000169951	ENST00000252797	16	-1	30565085	30569584	ZNF764	protein_coding
ENSG00000169951	ENST00000395091	16	-1	30565085	30569819	ZNF764	protein_coding
ENSG00000229809	ENST00000223459	16	-1	30580667	30584055	ZNF688	protein_coding
ENSG00000229809	ENST00000395219	16	-1	30581028	30583728	ZNF688	protein_coding
ENSG00000229809	ENST00000563276	16	-1	30581264	30584055	ZNF688	protein_coding
ENSG00000229809	ENST00000566632	16	-1	30581541	30582641	ZNF688	protein_coding
ENSG00000229809	ENST00000567855	16	-1	30582055	30582973	ZNF688	protein_coding
ENSG00000229809	ENST00000563707	16	-1	30582220	30582956	ZNF688	protein_coding
ENSG00000197162	ENST00000470110	16	-1	30590294	30597090	ZNF785	protein_coding
ENSG00000197162	ENST00000395216	16	-1	30591977	30597092	ZNF785	protein_coding
ENSG00000197162	ENST00000567773	16	-1	30594450	30596818	ZNF785	protein_coding
ENSG00000156853	ENST00000287461	16	-1	30613879	30621700	ZNF689	protein_coding
ENSG00000156858	ENST00000568754	16	1	30662050	30666019	PRR14	protein_coding
ENSG00000156858	ENST00000569864	16	1	30662099	30664163	PRR14	protein_coding
ENSG00000156858	ENST00000300835	16	1	30662188	30667761	PRR14	protein_coding
ENSG00000156858	ENST00000542965	16	1	30662511	30667734	PRR14	protein_coding
ENSG00000156860	ENST00000356166	16	1	30669752	30682135	FBRS	protein_coding
ENSG00000156860	ENST00000568722	16	1	30671243	30682130	FBRS	protein_coding
ENSG00000156860	ENST00000395073	16	1	30675778	30681622	FBRS	protein_coding
ENSG00000156860	ENST00000287468	16	1	30675778	30682131	FBRS	protein_coding
ENSG00000080603	ENST00000411466	16	1	30709530	30715630	SRCAP	protein_coding
ENSG00000080603	ENST00000344771	16	1	30710462	30751449	SRCAP	protein_coding
ENSG00000080603	ENST00000395059	16	1	30710462	30751449	SRCAP	protein_coding
ENSG00000080603	ENST00000262518	16	1	30710462	30751450	SRCAP	protein_coding
ENSG00000156873	ENST00000563588	16	1	30759591	30772490	PHKG2	protein_coding
ENSG00000156873	ENST00000565924	16	1	30759614	30767804	PHKG2	protein_coding
ENSG00000156873	ENST00000424889	16	1	30759620	30771712	PHKG2	protein_coding
ENSG00000156873	ENST00000328273	16	1	30759761	30768652	PHKG2	protein_coding
ENSG00000156873	ENST00000565897	16	1	30759872	30767838	PHKG2	protein_coding
ENSG00000156873	ENST00000561712	16	1	30764553	30766586	PHKG2	protein_coding
ENSG00000196118	ENST00000544613	16	-1	30768744	30771740	C16orf93	protein_coding
ENSG00000196118	ENST00000535476	16	-1	30768746	30771045	C16orf93	protein_coding
ENSG00000196118	ENST00000541260	16	-1	30768788	30773400	C16orf93	protein_coding
ENSG00000196118	ENST00000543610	16	-1	30768788	30774031	C16orf93	protein_coding
ENSG00000196118	ENST00000545825	16	-1	30771358	30773399	C16orf93	protein_coding
ENSG00000103549	ENST00000563909	16	1	30773066	30774771	RNF40	protein_coding
ENSG00000103549	ENST00000324685	16	1	30773318	30787628	RNF40	protein_coding
ENSG00000103549	ENST00000566811	16	1	30773610	30774826	RNF40	protein_coding
ENSG00000103549	ENST00000402121	16	1	30773641	30785837	RNF40	protein_coding
ENSG00000103549	ENST00000565995	16	1	30773643	30777565	RNF40	protein_coding
ENSG00000103549	ENST00000563683	16	1	30773643	30786502	RNF40	protein_coding
ENSG00000103549	ENST00000357890	16	1	30773643	30786536	RNF40	protein_coding
ENSG00000103549	ENST00000565931	16	1	30773644	30774870	RNF40	protein_coding
ENSG00000102870	ENST00000262525	16	-1	30789778	30798523	ZNF629	protein_coding
ENSG00000099385	ENST00000380317	16	-1	30844947	30905623	BCL7C	protein_coding
ENSG00000099385	ENST00000572628	16	-1	30862567	30905263	BCL7C	protein_coding
ENSG00000099385	ENST00000215115	16	-1	30899116	30906281	BCL7C	protein_coding
ENSG00000150281	ENST00000279804	16	1	30907928	30914881	CTF1	protein_coding
ENSG00000150281	ENST00000395019	16	1	30907959	30914868	CTF1	protein_coding
ENSG00000099364	ENST00000562798	16	1	30934376	30937252	FBXL19	protein_coding
ENSG00000099364	ENST00000471231	16	1	30934392	30960097	FBXL19	protein_coding
ENSG00000099364	ENST00000338343	16	1	30935418	30960104	FBXL19	protein_coding
ENSG00000099364	ENST00000562319	16	1	30935896	30958770	FBXL19	protein_coding
ENSG00000099364	ENST00000380310	16	1	30935896	30960104	FBXL19	protein_coding
ENSG00000099364	ENST00000565690	16	1	30936971	30959339	FBXL19	protein_coding
ENSG00000099364	ENST00000427128	16	1	30937213	30960104	FBXL19	protein_coding
ENSG00000099364	ENST00000566320	16	1	30953696	30959333	FBXL19	protein_coding
ENSG00000099364	ENST00000565939	16	1	30953753	30958972	FBXL19	protein_coding
ENSG00000175938	ENST00000318663	16	1	30960387	30966259	ORAI3	protein_coding
ENSG00000175938	ENST00000566237	16	1	30960444	30965827	ORAI3	protein_coding
ENSG00000175938	ENST00000562699	16	1	30960473	30967782	ORAI3	protein_coding
ENSG00000099381	ENST00000262519	16	1	30968615	30996437	SETD1A	protein_coding
ENSG00000099381	ENST00000452917	16	1	30969077	30975516	SETD1A	protein_coding
ENSG00000099377	ENST00000353250	16	1	30996519	31000473	HSD3B7	protein_coding
ENSG00000099377	ENST00000262520	16	1	30996528	31000467	HSD3B7	protein_coding
ENSG00000099377	ENST00000297679	16	1	30996532	31000473	HSD3B7	protein_coding
ENSG00000099377	ENST00000562932	16	1	30996536	30998028	HSD3B7	protein_coding
ENSG00000099377	ENST00000574447	16	1	30996537	30998024	HSD3B7	protein_coding
ENSG00000268863	ENST00000602217	16	-1	30996808	30997533	AC135048.1	protein_coding
ENSG00000099365	ENST00000215095	16	-1	31000577	31021949	STX1B	protein_coding
ENSG00000099365	ENST00000569638	16	-1	31000579	31012276	STX1B	protein_coding
ENSG00000099365	ENST00000565419	16	-1	31004029	31021717	STX1B	protein_coding
ENSG00000103496	ENST00000457779	16	1	31044210	31046353	STX4	protein_coding
ENSG00000103496	ENST00000394998	16	1	31044416	31051484	STX4	protein_coding
ENSG00000103496	ENST00000313843	16	1	31044812	31051489	STX4	protein_coding
ENSG00000167394	ENST00000535577	16	-1	31072164	31076409	ZNF668	protein_coding
ENSG00000167394	ENST00000426488	16	-1	31072169	31076290	ZNF668	protein_coding
ENSG00000167394	ENST00000538906	16	-1	31072169	31084823	ZNF668	protein_coding
ENSG00000167394	ENST00000394983	16	-1	31072171	31084823	ZNF668	protein_coding
ENSG00000167394	ENST00000300849	16	-1	31072171	31085641	ZNF668	protein_coding
ENSG00000167394	ENST00000539836	16	-1	31072172	31076376	ZNF668	protein_coding
ENSG00000232748	ENST00000417110	16	1	31072813	31073451	ZNF668	protein_coding
ENSG00000167394	ENST00000414399	16	-1	31073443	31085033	ZNF668	protein_coding
ENSG00000167394	ENST00000442862	16	-1	31075290	31076409	ZNF668	protein_coding
ENSG00000167394	ENST00000417935	16	-1	31075505	31084148	ZNF668	protein_coding
ENSG00000167395	ENST00000300850	16	1	31085743	31095517	ZNF646	protein_coding
ENSG00000167395	ENST00000564189	16	1	31085744	31087809	ZNF646	protein_coding
ENSG00000167395	ENST00000428260	16	1	31085764	31088365	ZNF646	protein_coding
ENSG00000167395	ENST00000394979	16	1	31087223	31095340	ZNF646	protein_coding
ENSG00000151006	ENST00000280606	16	-1	31094746	31100284	PRSS53	protein_coding
ENSG00000255439	ENST00000532364	16	-1	31098081	31106237	RP11-196G11.1	protein_coding
ENSG00000255439	ENST00000529564	16	-1	31098189	31106277	RP11-196G11.1	protein_coding
ENSG00000167397	ENST00000300851	16	-1	31102163	31106081	VKORC1	protein_coding
ENSG00000167397	ENST00000319788	16	-1	31102163	31106261	VKORC1	protein_coding
ENSG00000167397	ENST00000354895	16	-1	31102163	31106277	VKORC1	protein_coding
ENSG00000167397	ENST00000394975	16	-1	31102163	31106278	VKORC1	protein_coding
ENSG00000167397	ENST00000420057	16	-1	31102163	31106954	VKORC1	protein_coding
ENSG00000167397	ENST00000394971	16	-1	31102425	31105870	VKORC1	protein_coding
ENSG00000167397	ENST00000498155	16	-1	31102496	31107301	VKORC1	protein_coding
ENSG00000167397	ENST00000472468	16	-1	31102503	31104932	VKORC1	protein_coding
ENSG00000103507	ENST00000394951	16	1	31117428	31123888	BCKDK	protein_coding
ENSG00000103507	ENST00000287507	16	1	31119615	31123888	BCKDK	protein_coding
ENSG00000103507	ENST00000394950	16	1	31119615	31123888	BCKDK	protein_coding
ENSG00000103507	ENST00000219794	16	1	31119615	31124110	BCKDK	protein_coding
ENSG00000103507	ENST00000561755	16	1	31119805	31120724	BCKDK	protein_coding
ENSG00000103507	ENST00000567676	16	1	31120255	31120900	BCKDK	protein_coding
ENSG00000103507	ENST00000484226	16	1	31120441	31122043	BCKDK	protein_coding
ENSG00000103507	ENST00000567682	16	1	31122689	31123775	BCKDK	protein_coding
ENSG00000103510	ENST00000543774	16	1	31127075	31142714	KAT8	protein_coding
ENSG00000103510	ENST00000448516	16	1	31128985	31142680	KAT8	protein_coding
ENSG00000103510	ENST00000219797	16	1	31128985	31142710	KAT8	protein_coding
ENSG00000103510	ENST00000537402	16	1	31138593	31142714	KAT8	protein_coding
ENSG00000052344	ENST00000317508	16	-1	31142756	31147083	PRSS8	protein_coding
ENSG00000052344	ENST00000568261	16	-1	31143215	31147048	PRSS8	protein_coding
ENSG00000052344	ENST00000567531	16	-1	31143760	31146961	PRSS8	protein_coding
ENSG00000052344	ENST00000567797	16	-1	31144200	31147048	PRSS8	protein_coding
ENSG00000178226	ENST00000268281	16	-1	31150246	31161415	PRSS36	protein_coding
ENSG00000178226	ENST00000418068	16	-1	31150303	31161387	PRSS36	protein_coding
ENSG00000178226	ENST00000569305	16	-1	31150315	31161382	PRSS36	protein_coding
ENSG00000089280	ENST00000254108	16	1	31191431	31203127	FUS	protein_coding
ENSG00000089280	ENST00000380244	16	1	31191460	31202923	FUS	protein_coding
ENSG00000089280	ENST00000568685	16	1	31191472	31202896	FUS	protein_coding
ENSG00000103490	ENST00000247470	16	-1	31212806	31214313	PYCARD	protein_coding
ENSG00000103490	ENST00000350605	16	-1	31212807	31214077	PYCARD	protein_coding
ENSG00000261359	ENST00000561916	16	1	31213206	31214773	C16orf98	protein_coding
ENSG00000103490	ENST00000561508	16	-1	31213515	31214771	PYCARD	protein_coding
ENSG00000177238	ENST00000322122	16	1	31225342	31236510	TRIM72	protein_coding
ENSG00000169900	ENST00000302964	16	-1	31227283	31228680	PYDC1	protein_coding
ENSG00000169896	ENST00000287497	16	1	31271311	31343089	ITGAM	protein_coding
ENSG00000169896	ENST00000544665	16	1	31271315	31344213	ITGAM	protein_coding
