ENSMUSG00000024831	ENSMUST00000119292	19	-1	3310924	3332979	Ighmbp2	protein_coding
ENSMUSG00000024759	ENSMUST00000237998	19	1	7471560	7486874	Atl3	protein_coding
ENSMUSG00000024759	ENSMUST00000025668	19	1	7471803	7513965	Atl3	protein_coding
ENSMUSG00000060675	ENSMUST00000136465	19	1	7534824	7559093	Plaat3	protein_coding
ENSMUSG00000060675	ENSMUST00000025925	19	1	7534824	7565910	Plaat3	protein_coding
ENSMUSG00000060675	ENSMUST00000141887	19	1	7534842	7556498	Plaat3	protein_coding
ENSMUSG00000060675	ENSMUST00000136756	19	1	7534850	7564076	Plaat3	protein_coding
ENSMUSG00000024972	ENSMUST00000159983	19	-1	7574025	7584558	Lgals12	protein_coding
ENSMUSG00000024972	ENSMUST00000099729	19	-1	7574026	7584543	Lgals12	protein_coding
ENSMUSG00000024972	ENSMUST00000079902	19	-1	7574079	7584468	Lgals12	protein_coding
ENSMUSG00000024973	ENSMUST00000025929	19	1	7589920	7616608	Plaat5	protein_coding
ENSMUSG00000024973	ENSMUST00000239394	19	1	7589934	7616603	Plaat5	protein_coding
ENSMUSG00000024973	ENSMUST00000148558	19	1	7589970	7617007	Plaat5	protein_coding
ENSMUSG00000024757	ENSMUST00000025666	19	-1	7650426	7688675	Slc22a19	protein_coding
ENSMUSG00000053303	ENSMUST00000120522	19	-1	7758406	7779943	Slc22a26	protein_coding
ENSMUSG00000053303	ENSMUST00000065634	19	-1	7759345	7780032	Slc22a26	protein_coding
ENSMUSG00000067656	ENSMUST00000182102	19	-1	7841753	7943365	Slc22a27	protein_coding
ENSMUSG00000067656	ENSMUST00000075619	19	-1	7841753	7943392	Slc22a27	protein_coding
ENSMUSG00000063590	ENSMUST00000065651	19	-1	8039574	8109346	Slc22a28	protein_coding
ENSMUSG00000075044	ENSMUST00000113298	19	-1	8137529	8196263	Slc22a29	protein_coding
ENSMUSG00000052562	ENSMUST00000096269	19	-1	8312735	8382475	Slc22a30	protein_coding
ENSMUSG00000052562	ENSMUST00000064507	19	-1	8312738	8382424	Slc22a30	protein_coding
ENSMUSG00000052562	ENSMUST00000120540	19	-1	8320665	8382469	Slc22a30	protein_coding
ENSMUSG00000063796	ENSMUST00000170817	19	1	8568618	8589198	Slc22a8	protein_coding
ENSMUSG00000063796	ENSMUST00000010251	19	1	8568653	8589199	Slc22a8	protein_coding
ENSMUSG00000024650	ENSMUST00000010250	19	1	8595403	8605663	Slc22a6	protein_coding
ENSMUSG00000032773	ENSMUST00000177197	19	1	8641153	8655518	Chrm1	protein_coding
ENSMUSG00000032773	ENSMUST00000035444	19	1	8641369	8658931	Chrm1	protein_coding
ENSMUSG00000032773	ENSMUST00000163785	19	1	8641369	8660951	Chrm1	protein_coding
ENSMUSG00000010095	ENSMUST00000170157	19	-1	8684246	8700733	Slc3a2	protein_coding
ENSMUSG00000010095	ENSMUST00000206598	19	-1	8684951	8690349	Slc3a2	protein_coding
ENSMUSG00000010095	ENSMUST00000010239	19	-1	8684981	8691243	Slc3a2	protein_coding
ENSMUSG00000010095	ENSMUST00000205377	19	-1	8686672	8690719	Slc3a2	protein_coding
ENSMUSG00000010095	ENSMUST00000205463	19	-1	8687098	8690720	Slc3a2	protein_coding
ENSMUSG00000010095	ENSMUST00000206797	19	-1	8687130	8691797	Slc3a2	protein_coding
ENSMUSG00000010095	ENSMUST00000206560	19	-1	8690773	8691460	Slc3a2	protein_coding
ENSMUSG00000010095	ENSMUST00000205538	19	-1	8690784	8691547	Slc3a2	protein_coding
ENSMUSG00000042729	ENSMUST00000210512	19	1	8713191	8717982	Wdr74	protein_coding
ENSMUSG00000042729	ENSMUST00000049424	19	1	8713203	8717988	Wdr74	protein_coding
ENSMUSG00000090840	ENSMUST00000163172	19	1	8718082	8718589	1700092M07Rik	protein_coding
ENSMUSG00000010110	ENSMUST00000176381	19	1	8718777	8733433	Stx5a	protein_coding
ENSMUSG00000010110	ENSMUST00000177373	19	1	8718843	8732487	Stx5a	protein_coding
ENSMUSG00000010110	ENSMUST00000010254	19	1	8718853	8733006	Stx5a	protein_coding
ENSMUSG00000010110	ENSMUST00000176314	19	1	8719033	8720224	Stx5a	protein_coding
ENSMUSG00000010110	ENSMUST00000073430	19	1	8719167	8733006	Stx5a	protein_coding
ENSMUSG00000010110	ENSMUST00000175901	19	1	8719171	8727136	Stx5a	protein_coding
ENSMUSG00000010110	ENSMUST00000176968	19	1	8726367	8732429	Stx5a	protein_coding
ENSMUSG00000010110	ENSMUST00000176570	19	1	8726763	8727458	Stx5a	protein_coding
ENSMUSG00000010097	ENSMUST00000010241	19	1	8734437	8748286	Nxf1	protein_coding
ENSMUSG00000010097	ENSMUST00000184970	19	1	8734471	8748271	Nxf1	protein_coding
ENSMUSG00000010097	ENSMUST00000183939	19	1	8734514	8742655	Nxf1	protein_coding
ENSMUSG00000010097	ENSMUST00000184826	19	1	8745999	8748213	Nxf1	protein_coding
ENSMUSG00000117924	ENSMUST00000010248	19	1	8748360	8749839	Tmem223	protein_coding
ENSMUSG00000118346	ENSMUST00000010249	19	-1	8749916	8751831	Tmem179b	protein_coding
ENSMUSG00000003680	ENSMUST00000177216	19	-1	8751856	8763621	Taf6l	protein_coding
ENSMUSG00000003680	ENSMUST00000176610	19	-1	8751856	8763680	Taf6l	protein_coding
ENSMUSG00000003680	ENSMUST00000177056	19	-1	8751858	8763680	Taf6l	protein_coding
ENSMUSG00000003680	ENSMUST00000176496	19	-1	8751860	8763781	Taf6l	protein_coding
ENSMUSG00000003680	ENSMUST00000189739	19	-1	8751893	8761363	Taf6l	protein_coding
ENSMUSG00000003680	ENSMUST00000003777	19	-1	8751893	8761363	Taf6l	protein_coding
ENSMUSG00000071662	ENSMUST00000096261	19	-1	8770491	8775941	Polr2g	protein_coding
ENSMUSG00000071662	ENSMUST00000235964	19	-1	8770549	8775817	Polr2g	protein_coding
ENSMUSG00000071661	ENSMUST00000172175	19	1	8779919	8782210	Zbtb3	protein_coding
ENSMUSG00000071660	ENSMUST00000096751	19	-1	8786439	8796697	Ttc9c	protein_coding
ENSMUSG00000071660	ENSMUST00000153281	19	-1	8788500	8796288	Ttc9c	protein_coding
ENSMUSG00000071660	ENSMUST00000088092	19	-1	8788660	8796658	Ttc9c	protein_coding
ENSMUSG00000071659	ENSMUST00000096753	19	1	8797374	8811507	Hnrnpul2	protein_coding
ENSMUSG00000071658	ENSMUST00000096259	19	-1	8814297	8816558	Gng3	protein_coding
ENSMUSG00000071657	ENSMUST00000171649	19	1	8814831	8826047	Bscl2	protein_coding
ENSMUSG00000071657	ENSMUST00000159634	19	1	8815093	8826031	Bscl2	protein_coding
ENSMUSG00000071657	ENSMUST00000160556	19	1	8816692	8826030	Bscl2	protein_coding
ENSMUSG00000071657	ENSMUST00000086058	19	1	8817883	8826030	Bscl2	protein_coding
ENSMUSG00000071656	ENSMUST00000235683	19	1	8828132	8831174	Lrrn4cl	protein_coding
ENSMUSG00000071656	ENSMUST00000096257	19	1	8828149	8831273	Lrrn4cl	protein_coding
ENSMUSG00000071655	ENSMUST00000166407	19	1	8848923	8853020	Ubxn1	protein_coding
ENSMUSG00000071655	ENSMUST00000238036	19	1	8848957	8853227	Ubxn1	protein_coding
ENSMUSG00000071655	ENSMUST00000096255	19	1	8849024	8853028	Ubxn1	protein_coding
ENSMUSG00000071654	ENSMUST00000096253	19	-1	8857378	8858287	Uqcc3	protein_coding
ENSMUSG00000096740	ENSMUST00000187504	19	1	8861096	8869991	Lbhd1	protein_coding
ENSMUSG00000116166	ENSMUST00000177826	19	1	8861294	8864622	Gm49403	protein_coding
ENSMUSG00000071653	ENSMUST00000096251	19	1	8866217	8868245	1810009A15Rik	protein_coding
ENSMUSG00000116347	ENSMUST00000191089	19	1	8866290	8872428	Gm49416	protein_coding
ENSMUSG00000071652	ENSMUST00000096249	19	1	8870369	8875252	Ints5	protein_coding
ENSMUSG00000071650	ENSMUST00000096246	19	1	8875465	8894036	Ganab	protein_coding
ENSMUSG00000071650	ENSMUST00000235274	19	1	8875471	8894036	Ganab	protein_coding
ENSMUSG00000071649	ENSMUST00000096243	19	1	8897738	8904600	B3gat3	protein_coding
ENSMUSG00000071648	ENSMUST00000096242	19	-1	8904755	8906720	Rom1	protein_coding
ENSMUSG00000071647	ENSMUST00000096241	19	1	8906916	8918946	Eml3	protein_coding
ENSMUSG00000071647	ENSMUST00000224272	19	1	8907257	8918946	Eml3	protein_coding
ENSMUSG00000071647	ENSMUST00000224642	19	1	8911509	8914753	Eml3	protein_coding
ENSMUSG00000071646	ENSMUST00000096240	19	1	8919239	8929667	Mta2	protein_coding
ENSMUSG00000071645	ENSMUST00000096239	19	1	8931211	8943574	Tut1	protein_coding
ENSMUSG00000071644	ENSMUST00000052248	19	1	8944405	8955843	Eef1g	protein_coding
ENSMUSG00000069833	ENSMUST00000092956	19	1	8966648	8996560	Ahnak	protein_coding
ENSMUSG00000069833	ENSMUST00000092955	19	1	8966659	9054078	Ahnak	protein_coding
ENSMUSG00000069833	ENSMUST00000236390	19	1	8975262	8979650	Ahnak	protein_coding
ENSMUSG00000024653	ENSMUST00000025554	19	-1	9061000	9065322	Scgb1a1	protein_coding
ENSMUSG00000024654	ENSMUST00000049948	19	-1	9087232	9113000	Asrgl1	protein_coding
ENSMUSG00000096872	ENSMUST00000179814	19	1	9824926	9830172	Scgb2a2	protein_coding
ENSMUSG00000024660	ENSMUST00000025562	19	-1	9849660	9876915	Incenp	protein_coding
ENSMUSG00000024660	ENSMUST00000238004	19	-1	9849706	9852287	Incenp	protein_coding
ENSMUSG00000024660	ENSMUST00000237439	19	-1	9850041	9872824	Incenp	protein_coding
ENSMUSG00000024660	ENSMUST00000237725	19	-1	9871112	9876745	Incenp	protein_coding
ENSMUSG00000024660	ENSMUST00000237147	19	-1	9871212	9876853	Incenp	protein_coding
ENSMUSG00000024661	ENSMUST00000235196	19	1	9957962	9962456	Fth1	protein_coding
ENSMUSG00000024661	ENSMUST00000025563	19	1	9960010	9962462	Fth1	protein_coding
ENSMUSG00000024661	ENSMUST00000235407	19	1	9960068	9962179	Fth1	protein_coding
ENSMUSG00000024661	ENSMUST00000237465	19	1	9960087	9962107	Fth1	protein_coding
ENSMUSG00000024661	ENSMUST00000236195	19	1	9960479	9962049	Fth1	protein_coding
ENSMUSG00000037418	ENSMUST00000117346	19	-1	9962538	9978997	Best1	protein_coding
ENSMUSG00000037418	ENSMUST00000235983	19	-1	9964197	9975934	Best1	protein_coding
ENSMUSG00000024663	ENSMUST00000121418	19	1	9979033	10012950	Rab3il1	protein_coding
ENSMUSG00000024663	ENSMUST00000137637	19	1	9992380	10004940	Rab3il1	protein_coding
ENSMUSG00000024663	ENSMUST00000149967	19	1	9992408	10012825	Rab3il1	protein_coding
ENSMUSG00000024663	ENSMUST00000113161	19	1	9995557	10015741	Rab3il1	protein_coding
ENSMUSG00000024663	ENSMUST00000238672	19	1	9995557	10015741	Rab3il1	protein_coding
ENSMUSG00000024663	ENSMUST00000117641	19	1	9995558	10012819	Rab3il1	protein_coding
ENSMUSG00000024663	ENSMUST00000131407	19	1	9995629	10005672	Rab3il1	protein_coding
ENSMUSG00000024664	ENSMUST00000115995	19	1	10018933	10037474	Fads3	protein_coding
ENSMUSG00000024664	ENSMUST00000237672	19	1	10019096	10035300	Fads3	protein_coding
ENSMUSG00000024664	ENSMUST00000237226	19	1	10033616	10037036	Fads3	protein_coding
ENSMUSG00000024665	ENSMUST00000025567	19	-1	10040129	10079110	Fads2	protein_coding
ENSMUSG00000024665	ENSMUST00000235937	19	-1	10043937	10066080	Fads2	protein_coding
ENSMUSG00000010663	ENSMUST00000010807	19	1	10160252	10174238	Fads1	protein_coding
ENSMUSG00000010663	ENSMUST00000235160	19	1	10160303	10174241	Fads1	protein_coding
ENSMUSG00000010663	ENSMUST00000236594	19	1	10160918	10168849	Fads1	protein_coding
ENSMUSG00000010663	ENSMUST00000237861	19	1	10170337	10172681	Fads1	protein_coding
ENSMUSG00000024742	ENSMUST00000156291	19	-1	10176496	10181533	Fen1	protein_coding
ENSMUSG00000024742	ENSMUST00000116542	19	-1	10176502	10181307	Fen1	protein_coding
ENSMUSG00000024742	ENSMUST00000025651	19	-1	10176502	10181432	Fen1	protein_coding
ENSMUSG00000024742	ENSMUST00000142241	19	-1	10176506	10181258	Fen1	protein_coding
ENSMUSG00000036372	ENSMUST00000040372	19	1	10181378	10185188	Tmem258	protein_coding
ENSMUSG00000036372	ENSMUST00000166412	19	1	10183397	10185188	Tmem258	protein_coding
ENSMUSG00000036098	ENSMUST00000088013	19	-1	10185636	10218112	Myrf	protein_coding
ENSMUSG00000036098	ENSMUST00000186056	19	-1	10187068	10218109	Myrf	protein_coding
ENSMUSG00000036098	ENSMUST00000186854	19	-1	10187664	10194892	Myrf	protein_coding
ENSMUSG00000036098	ENSMUST00000189897	19	-1	10187749	10217968	Myrf	protein_coding
ENSMUSG00000035735	ENSMUST00000039327	19	-1	10222629	10282241	Dagla	protein_coding
ENSMUSG00000024743	ENSMUST00000073899	19	1	10366454	10425808	Syt7	protein_coding
ENSMUSG00000024743	ENSMUST00000169121	19	1	10366795	10425808	Syt7	protein_coding
ENSMUSG00000024743	ENSMUST00000076968	19	1	10366795	10430544	Syt7	protein_coding
ENSMUSG00000024743	ENSMUST00000235479	19	1	10366841	10426362	Syt7	protein_coding
ENSMUSG00000024743	ENSMUST00000223586	19	1	10366847	10425808	Syt7	protein_coding
ENSMUSG00000024743	ENSMUST00000235784	19	1	10366847	10425808	Syt7	protein_coding
ENSMUSG00000024743	ENSMUST00000224135	19	1	10366847	10425808	Syt7	protein_coding
ENSMUSG00000024743	ENSMUST00000225452	19	1	10366847	10425808	Syt7	protein_coding
ENSMUSG00000024743	ENSMUST00000237366	19	1	10366847	10425808	Syt7	protein_coding
ENSMUSG00000090291	ENSMUST00000171400	19	-1	10432735	10434837	Lrrc10b	protein_coding
ENSMUSG00000035179	ENSMUST00000237522	19	-1	10451599	10460292	Ppp1r32	protein_coding
ENSMUSG00000035179	ENSMUST00000038842	19	-1	10451603	10460292	Ppp1r32	protein_coding
ENSMUSG00000035179	ENSMUST00000235392	19	-1	10451604	10460281	Ppp1r32	protein_coding
ENSMUSG00000035179	ENSMUST00000236733	19	-1	10459131	10460046	Ppp1r32	protein_coding
ENSMUSG00000024668	ENSMUST00000025570	19	-1	10477898	10502479	Sdhaf2	protein_coding
ENSMUSG00000024668	ENSMUST00000237827	19	-1	10479807	10502546	Sdhaf2	protein_coding
ENSMUSG00000024668	ENSMUST00000235222	19	-1	10480181	10503506	Sdhaf2	protein_coding
ENSMUSG00000024668	ENSMUST00000236455	19	-1	10490856	10502522	Sdhaf2	protein_coding
ENSMUSG00000034820	ENSMUST00000237321	19	1	10502630	10518434	Cpsf7	protein_coding
ENSMUSG00000034820	ENSMUST00000038379	19	1	10502630	10525017	Cpsf7	protein_coding
ENSMUSG00000034820	ENSMUST00000235674	19	1	10502768	10510730	Cpsf7	protein_coding
ENSMUSG00000024667	ENSMUST00000025569	19	-1	10527825	10533602	Tmem216	protein_coding
ENSMUSG00000024667	ENSMUST00000059582	19	-1	10527856	10533115	Tmem216	protein_coding
ENSMUSG00000024667	ENSMUST00000154383	19	-1	10527914	10533115	Tmem216	protein_coding
ENSMUSG00000024666	ENSMUST00000236099	19	-1	10547842	10554451	Tmem138	protein_coding
ENSMUSG00000024666	ENSMUST00000025568	19	-1	10547842	10554726	Tmem138	protein_coding
ENSMUSG00000024666	ENSMUST00000236185	19	-1	10547844	10554471	Tmem138	protein_coding
ENSMUSG00000034445	ENSMUST00000237814	19	1	10554536	10567193	Cyb561a3	protein_coding
ENSMUSG00000034445	ENSMUST00000237564	19	1	10554812	10559860	Cyb561a3	protein_coding
ENSMUSG00000034445	ENSMUST00000236743	19	1	10554815	10559723	Cyb561a3	protein_coding
ENSMUSG00000034445	ENSMUST00000235271	19	1	10554815	10567193	Cyb561a3	protein_coding
ENSMUSG00000034445	ENSMUST00000168445	19	1	10554818	10565912	Cyb561a3	protein_coding
ENSMUSG00000034445	ENSMUST00000237641	19	1	10554818	10567191	Cyb561a3	protein_coding
ENSMUSG00000034445	ENSMUST00000236352	19	1	10554818	10573325	Cyb561a3	protein_coding
ENSMUSG00000034445	ENSMUST00000237581	19	1	10554855	10567186	Cyb561a3	protein_coding
ENSMUSG00000034371	ENSMUST00000237788	19	-1	10565155	10582796	Tkfc	protein_coding
ENSMUSG00000034371	ENSMUST00000236950	19	-1	10569561	10582748	Tkfc	protein_coding
ENSMUSG00000034371	ENSMUST00000236607	19	-1	10569562	10583018	Tkfc	protein_coding
ENSMUSG00000034371	ENSMUST00000037678	19	-1	10569564	10581622	Tkfc	protein_coding
ENSMUSG00000034371	ENSMUST00000236478	19	-1	10576396	10582672	Tkfc	protein_coding
ENSMUSG00000024740	ENSMUST00000025649	19	1	10582691	10607183	Ddb1	protein_coding
ENSMUSG00000024740	ENSMUST00000236280	19	1	10582951	10592954	Ddb1	protein_coding
ENSMUSG00000024740	ENSMUST00000237337	19	1	10582987	10606676	Ddb1	protein_coding
ENSMUSG00000024740	ENSMUST00000236328	19	1	10592229	10599303	Ddb1	protein_coding
ENSMUSG00000043789	ENSMUST00000055115	19	1	10611597	10643577	Vwce	protein_coding
ENSMUSG00000024738	ENSMUST00000025647	19	-1	10646320	10655435	Pga5	protein_coding
ENSMUSG00000048832	ENSMUST00000237240	19	1	10666099	10691985	Vps37c	protein_coding
ENSMUSG00000048832	ENSMUST00000235927	19	1	10666115	10691990	Vps37c	protein_coding
ENSMUSG00000048832	ENSMUST00000087951	19	1	10666115	10691990	Vps37c	protein_coding
ENSMUSG00000048832	ENSMUST00000237437	19	1	10666127	10688681	Vps37c	protein_coding
ENSMUSG00000048832	ENSMUST00000235921	19	1	10666129	10691991	Vps37c	protein_coding
ENSMUSG00000024669	ENSMUST00000238167	19	-1	10694480	10716366	Cd5	protein_coding
ENSMUSG00000024669	ENSMUST00000025571	19	-1	10695509	10716338	Cd5	protein_coding
ENSMUSG00000024669	ENSMUST00000235856	19	-1	10696466	10699438	Cd5	protein_coding
ENSMUSG00000024670	ENSMUST00000080292	19	-1	10766705	10807422	Cd6	protein_coding
ENSMUSG00000024670	ENSMUST00000039043	19	-1	10766713	10807328	Cd6	protein_coding
ENSMUSG00000024670	ENSMUST00000174176	19	-1	10771928	10807220	Cd6	protein_coding
ENSMUSG00000024737	ENSMUST00000025646	19	1	10819908	10835279	Slc15a3	protein_coding
ENSMUSG00000024736	ENSMUST00000025645	19	-1	10835186	10847304	Tmem132a	protein_coding
ENSMUSG00000024736	ENSMUST00000120524	19	-1	10835198	10847142	Tmem132a	protein_coding
ENSMUSG00000024736	ENSMUST00000238070	19	-1	10842776	10844502	Tmem132a	protein_coding
ENSMUSG00000034659	ENSMUST00000038128	19	-1	10848024	10859365	Tmem109	protein_coding
ENSMUSG00000034659	ENSMUST00000133303	19	-1	10849214	10857734	Tmem109	protein_coding
ENSMUSG00000034659	ENSMUST00000147699	19	-1	10849553	10859365	Tmem109	protein_coding
ENSMUSG00000034659	ENSMUST00000144681	19	-1	10851606	10859095	Tmem109	protein_coding
ENSMUSG00000034659	ENSMUST00000128835	19	-1	10851624	10859062	Tmem109	protein_coding
ENSMUSG00000024735	ENSMUST00000025642	19	1	10872595	10882896	Prpf19	protein_coding
ENSMUSG00000024735	ENSMUST00000179297	19	1	10872778	10886923	Prpf19	protein_coding
ENSMUSG00000024734	ENSMUST00000168708	19	-1	10891651	10893662	Zp1	protein_coding
ENSMUSG00000024734	ENSMUST00000025641	19	-1	10891653	10897996	Zp1	protein_coding
ENSMUSG00000034117	ENSMUST00000037261	19	1	10914524	10919875	Ptgdr2	protein_coding
ENSMUSG00000024732	ENSMUST00000025639	19	-1	10918845	10926630	Ccdc86	protein_coding
ENSMUSG00000024731	ENSMUST00000072748	19	-1	10939657	10952034	Ms4a10	protein_coding
ENSMUSG00000024731	ENSMUST00000191343	19	-1	10939661	10952009	Ms4a10	protein_coding
ENSMUSG00000024731	ENSMUST00000190246	19	-1	10939664	10943220	Ms4a10	protein_coding
ENSMUSG00000067571	ENSMUST00000087923	19	-1	10955671	10970614	Ms4a15	protein_coding
ENSMUSG00000067571	ENSMUST00000145110	19	-1	10960537	10970545	Ms4a15	protein_coding
ENSMUSG00000067571	ENSMUST00000144485	19	-1	10960623	10970594	Ms4a15	protein_coding
ENSMUSG00000094584	ENSMUST00000177684	19	-1	10974389	10995395	Ms4a18	protein_coding
ENSMUSG00000024730	ENSMUST00000025636	19	-1	11044835	11058466	Ms4a8a	protein_coding
ENSMUSG00000024729	ENSMUST00000025635	19	-1	11074180	11108240	Ms4a20	protein_coding
ENSMUSG00000024728	ENSMUST00000181284	19	-1	11117028	11136542	Ms4a19	protein_coding
ENSMUSG00000024728	ENSMUST00000181567	19	-1	11117028	11142670	Ms4a19	protein_coding
ENSMUSG00000024728	ENSMUST00000180678	19	-1	11117028	11142670	Ms4a19	protein_coding
ENSMUSG00000024728	ENSMUST00000078770	19	-1	11117028	11142684	Ms4a19	protein_coding
ENSMUSG00000057240	ENSMUST00000073380	19	-1	11146782	11174087	Ms4a13	protein_coding
ENSMUSG00000057240	ENSMUST00000188464	19	-1	11146783	11174101	Ms4a13	protein_coding
ENSMUSG00000101031	ENSMUST00000186228	19	-1	11191446	11209812	Ms4a12	protein_coding
ENSMUSG00000024673	ENSMUST00000169159	19	-1	11227039	11243605	Ms4a1	protein_coding
ENSMUSG00000054523	ENSMUST00000186937	19	-1	11251230	11261177	Ms4a5	protein_coding
ENSMUSG00000054523	ENSMUST00000067673	19	-1	11251230	11261237	Ms4a5	protein_coding
ENSMUSG00000099398	ENSMUST00000187467	19	-1	11278613	11291818	Ms4a14	protein_coding
ENSMUSG00000024672	ENSMUST00000025574	19	-1	11298403	11312059	Ms4a7	protein_coding
ENSMUSG00000024672	ENSMUST00000067532	19	-1	11298403	11313508	Ms4a7	protein_coding
ENSMUSG00000024672	ENSMUST00000056035	19	-1	11298770	11313480	Ms4a7	protein_coding
ENSMUSG00000024672	ENSMUST00000159269	19	-1	11298773	11301992	Ms4a7	protein_coding
ENSMUSG00000101389	ENSMUST00000188995	19	1	11352887	11370154	Ms4a4a	protein_coding
ENSMUSG00000024675	ENSMUST00000153546	19	1	11382134	11393783	Ms4a4c	protein_coding
ENSMUSG00000024675	ENSMUST00000072729	19	1	11385025	11404610	Ms4a4c	protein_coding
ENSMUSG00000024675	ENSMUST00000119366	19	1	11392205	11403832	Ms4a4c	protein_coding
ENSMUSG00000056290	ENSMUST00000035258	19	1	11420937	11444419	Ms4a4b	protein_coding
ENSMUSG00000079419	ENSMUST00000165310	19	1	11446730	11459556	Ms4a6c	protein_coding
ENSMUSG00000058470	ENSMUST00000079855	19	1	11469402	11489941	Gm8369	protein_coding
ENSMUSG00000058470	ENSMUST00000188633	19	1	11479572	11489941	Gm8369	protein_coding
ENSMUSG00000024677	ENSMUST00000163078	19	1	11493876	11508620	Ms4a6b	protein_coding
ENSMUSG00000024677	ENSMUST00000025580	19	1	11495923	11507767	Ms4a6b	protein_coding
ENSMUSG00000024678	ENSMUST00000025581	19	1	11514165	11535831	Ms4a4d	protein_coding
ENSMUSG00000024679	ENSMUST00000025582	19	-1	11563968	11582213	Ms4a6d	protein_coding
ENSMUSG00000024679	ENSMUST00000125291	19	-1	11564351	11570519	Ms4a6d	protein_coding
ENSMUSG00000024680	ENSMUST00000186978	19	-1	11592887	11601048	Ms4a2	protein_coding
ENSMUSG00000024680	ENSMUST00000025583	19	-1	11594321	11601083	Ms4a2	protein_coding
ENSMUSG00000024680	ENSMUST00000164792	19	-1	11594557	11601007	Ms4a2	protein_coding
ENSMUSG00000024680	ENSMUST00000189641	19	-1	11594837	11601023	Ms4a2	protein_coding
ENSMUSG00000024681	ENSMUST00000186023	19	-1	11606860	11618169	Ms4a3	protein_coding
ENSMUSG00000024681	ENSMUST00000112984	19	-1	11606863	11618198	Ms4a3	protein_coding
ENSMUSG00000055895	ENSMUST00000135994	19	-1	11624643	11637880	Oosp2	protein_coding
ENSMUSG00000055895	ENSMUST00000121793	19	-1	11624644	11637923	Oosp2	protein_coding
ENSMUSG00000041857	ENSMUST00000048214	19	-1	11644824	11668514	Oosp1	protein_coding
ENSMUSG00000041857	ENSMUST00000186557	19	-1	11644899	11668392	Oosp1	protein_coding
ENSMUSG00000055933	ENSMUST00000069760	19	1	11674419	11689222	Oosp3	protein_coding
ENSMUSG00000055933	ENSMUST00000119053	19	1	11674442	11689238	Oosp3	protein_coding
ENSMUSG00000024682	ENSMUST00000025585	19	1	11724918	11740811	Cblif	protein_coding
ENSMUSG00000024683	ENSMUST00000167199	19	1	11747755	11752324	Mrpl16	protein_coding
ENSMUSG00000041488	ENSMUST00000075304	19	-1	11752482	11796175	Stx3	protein_coding
ENSMUSG00000041488	ENSMUST00000211641	19	-1	11753922	11796257	Stx3	protein_coding
ENSMUSG00000041488	ENSMUST00000069285	19	-1	11754849	11796306	Stx3	protein_coding
ENSMUSG00000041488	ENSMUST00000211047	19	-1	11758961	11796085	Stx3	protein_coding
ENSMUSG00000048292	ENSMUST00000214887	19	-1	11804167	11816583	Olfr1417	protein_coding
ENSMUSG00000048292	ENSMUST00000061235	19	-1	11805441	11806388	Olfr1417	protein_coding
ENSMUSG00000060556	ENSMUST00000214796	19	-1	11829951	11838430	Olfr1418	protein_coding
ENSMUSG00000060556	ENSMUST00000079875	19	-1	11832294	11833365	Olfr1418	protein_coding
ENSMUSG00000067545	ENSMUST00000217617	19	-1	11845977	11852470	Olfr1419	protein_coding
ENSMUSG00000067545	ENSMUST00000213954	19	-1	11845996	11852453	Olfr1419	protein_coding
ENSMUSG00000067545	ENSMUST00000087857	19	-1	11847510	11848669	Olfr1419	protein_coding
ENSMUSG00000060878	ENSMUST00000217281	19	1	11863929	11875443	Olfr1420	protein_coding
ENSMUSG00000060878	ENSMUST00000072784	19	1	11872971	11874414	Olfr1420	protein_coding
ENSMUSG00000046139	ENSMUST00000061618	19	1	11889763	11922455	Patl1	protein_coding
ENSMUSG00000024687	ENSMUST00000025590	19	1	11943305	11971476	Osbp	protein_coding
ENSMUSG00000067529	ENSMUST00000214472	19	-1	12009151	12018681	Olfr1423	protein_coding
ENSMUSG00000067529	ENSMUST00000087831	19	-1	12013172	12014104	Olfr1423	protein_coding
ENSMUSG00000067528	ENSMUST00000207681	19	-1	12035988	12040046	Olfr1424	protein_coding
ENSMUSG00000067528	ENSMUST00000087830	19	-1	12036173	12037114	Olfr1424	protein_coding
ENSMUSG00000067526	ENSMUST00000214918	19	-1	12050598	12055095	Olfr1425	protein_coding
ENSMUSG00000067526	ENSMUST00000087828	19	-1	12051059	12051997	Olfr1425	protein_coding
ENSMUSG00000044994	ENSMUST00000219996	19	-1	12064110	12067806	Olfr1426	protein_coding
ENSMUSG00000044994	ENSMUST00000220005	19	-1	12064110	12069012	Olfr1426	protein_coding
ENSMUSG00000044994	ENSMUST00000208703	19	-1	12064110	12069216	Olfr1426	protein_coding
ENSMUSG00000044994	ENSMUST00000219005	19	-1	12064110	12069224	Olfr1426	protein_coding
ENSMUSG00000044994	ENSMUST00000219155	19	-1	12064110	12069224	Olfr1426	protein_coding
ENSMUSG00000044994	ENSMUST00000217952	19	-1	12064110	12069234	Olfr1426	protein_coding
ENSMUSG00000044994	ENSMUST00000112952	19	-1	12064116	12069377	Olfr1426	protein_coding
ENSMUSG00000067525	ENSMUST00000216069	19	-1	12075370	12080698	Olfr1427	protein_coding
ENSMUSG00000067525	ENSMUST00000215374	19	-1	12075370	12080698	Olfr1427	protein_coding
ENSMUSG00000067525	ENSMUST00000087825	19	-1	12076066	12077003	Olfr1427	protein_coding
